PDB codes,0,1,2,3,4,5,6,7,8,9,Output
"4hio , 5wzj",1.8906380239102551,0.11746303084166182,-1.1135462526700521,-1.4802907764004771,-0.3835129825202358,-0.44149464076731376,-0.7050810863914072,-0.6978938785974746,-0.03414605508967527,0.02846303746825919,0
"1je8 , 2mki",-4.783034524594513,3.6304735313386676,-3.476831874568723,2.4866883880326602,1.9330082348870758,1.4548966271300126,-1.4974597175726136,-2.2596177567007203,-0.8305917415834518,-0.23692448132359584,1
"5z6z , 4hio",-2.7578210495121476,1.4631004856481016,-0.6381859765349687,0.3311609994041966,-0.3532940602039421,0.7425867632343764,0.5561110458145913,0.1036538564753909,0.1884183432584662,-0.03642744745268796,0
"2l41 , 2err",0.7391616128803007,-2.890151778125858,-0.2784603270015705,-0.018714155905828284,-0.6717575848985147,-0.413627740207519,0.2665284665557689,0.5479693713869281,-0.19718721823107238,0.13503710193542215,0
"2lec , 4hj5",-0.5495594084361258,-1.8378408730415017,0.3134012043269761,-0.40052107686111293,-1.2496996779403462,1.174183274814262,0.28980472397943235,0.0351670712268575,-0.4018095766875094,-0.3116578902882773,0
"5wzg , 5wwe",-1.862055390678109,-0.017605692727113736,1.2510598109114117,-1.2351414739452924,-1.07107600169682,1.4249929963744148,0.0910012281138191,0.0013709440503349732,0.1153444431124225,-0.0669140550411044,1
"1wwe , 5wwg",-0.4630178854378667,-1.7767778644434107,0.07248398771289344,-0.18043807107683732,-0.41085140967558925,0.8745302422619773,-0.4704117751961223,-0.005911575840052756,0.13431678518583146,-0.14821027321985683,1
"4hj8 , 6eo6",-1.4964849674430238,-2.3294829897630733,0.6143362796965678,0.12467748037045982,-1.4739053990490423,-0.4814560910812282,0.720895989407311,0.9247996722990703,0.34638283508815326,-0.45310439279624726,0
"1wwg , 1exd",2.694271943233549,0.7563960998076393,-2.058461779329759,-1.9952661314447973,-0.5761436993047693,-1.7106222888365217,0.2451183223504557,-0.4596478491704987,0.6101639285142018,0.3307242966132085,0
"5wzk , 1knz",6.890879706248791,6.577517733686985,-1.4335380550754737,-3.6982468743992793,0.8167402392933357,-0.8301795244739759,0.709843279339591,-0.032662754407506024,0.14790419486031217,-0.014452759830318464,0
"4pdb , 2mkk",-0.11026098998773365,-1.3963235889672654,-0.6016226993561522,0.16564113156199617,-0.30357112370701866,0.14027718507997647,0.3416461696703816,-0.6862094709421854,0.0692605568312081,-0.0832098838179038,1
"2gkd , 4hid",0.7289606965906498,-2.5956209043138276,-0.7127229306636156,0.22481180612547771,0.09834973831466809,-0.5854569094956883,-0.8777020326404265,0.7607923414738023,0.10580967804693783,-0.3468121762848178,0
"2leb , 1wwe",-0.6032147186744121,-0.8886449598894829,0.43198536043784885,-0.7091992278803847,0.8892788169269583,0.5483933149831354,1.558901912122831,-0.27734322308010073,0.44037353312945154,0.1282891195877421,0
"1wwf , 2mki",-0.8182268443311947,-1.0655277265929306,-0.2492321814473121,-0.9285841252680842,1.9262619423095932,1.6441384267430632,-1.9276715461747143,-2.0243389708397665,0.49505728324925125,-0.27069181404144055,1
"5wzj , 4hj5",-2.2304387880007632,0.11488690777757594,1.272500795139931,-1.339634977867206,-1.4720208402130572,0.028026098756455443,0.9445713822350417,-0.22205550685265468,0.05891913718308732,-0.3316876379511067,1
"2la5 , 4hio",-0.6608787267538099,-0.994565336294872,-0.4145838110284592,0.029137227359700656,-0.3029340807245448,1.2160482061833537,-1.203342145220974,0.9122483996796571,0.44344026411632503,-0.03133075784070284,1
"2leb , 4hj7",-0.5941926636466666,-0.8729383969088318,0.2370203175476522,-0.8924470890036846,0.045561844779827734,0.7072045013663923,1.2247834265539876,-1.0311251385719606,0.4537781848860808,-0.3704206410603065,0
"6eo6 , 5ytt",0.35658977987584134,-3.244915948845047,-0.6799043287014968,0.1122629350344365,2.1703883060389915,-1.7930319294110422,-0.7459313640099481,1.1959381681009522,-0.540195384634034,-0.47985061310419874,1
"2glo , 1u6p",2.3099734781882786,0.8179237649525561,0.10898762608902522,0.696355768100925,0.03281195374096819,0.8796008926346229,0.736804935561362,-0.03938357719315064,0.02430249316214913,2.77553040935049,1
"4hj8 , 2leb",0.31144699715689955,-0.7606885031584086,-0.30847533847816533,-0.8535745938189805,0.5384762829735301,-0.9503929350146689,-0.431996012704663,-1.487607494268994,0.3733653571079379,0.43273674571895465,1
"1zzi , 1wwe",-0.2805828592302809,-1.2554184402276387,0.059985114088247866,-0.36262762365656753,0.718870712702538,-0.04737257323085958,-0.3056029613796204,0.5955556356161135,-0.060769386166015925,0.1504560143829685,0
"4hid , 6eo7",-1.1534417256952267,-2.5349845836432325,0.4555853457735128,0.045792408279718685,-0.17070687002709434,0.3399879311558954,0.2585113247840737,1.3414681586912334,-0.39288564548246313,-0.553448432645439,0
"1jbr , 1je8",4.241188729927307,3.9663441370682047,2.6868193690864257,3.7264584225719477,2.055733065762526,0.6645941081718992,0.7070547073929095,0.0347138420409387,0.3742177324042511,-0.8380348254830416,0
"5wzk , 1osb",6.522272044775765,6.2355954835130785,0.4870504040011092,-1.7887110016626808,-2.1868015826107943,-0.2015912856812415,0.9035975639755403,0.30513712450096947,0.1529237792519431,-0.8620212283960282,0
"1je8 , 5wzk",-3.4460502718729162,4.787034000142408,-3.9816244326618766,2.0062923256400946,-0.2913567353621226,1.9720433708894791,-0.6288197307277822,-0.5222823442729527,-0.8106142469284191,0.1903529847001934,1
"1omh , 3moj",-1.561222463343216,1.8502915691605744,1.3336316847850613,0.9230174513902637,-0.7726139593479728,-0.3686802529749741,-0.8404811793682686,0.6023458982670115,-0.5407931684285818,0.4920150144394601,0
"1zzi , 3rn2",0.5266374918536286,-0.6177419437108954,2.7153659405267687,2.229662421227907,-0.23061099779576694,0.19970388530642058,0.5438863693888015,2.441358515011079,-0.07911781679762377,0.4750187801369036,0
"2b6g , 1je8",5.911338840707289,2.034499601916407,2.8174039408043634,3.5528427552453343,1.5607206223522627,-1.697818902292778,0.9413072284605312,-0.019085203486290878,0.047277154014868455,-0.8489145514445825,0
"1zzi , 5ytt",-0.9058038801995643,-1.7949465239836002,-0.0631672061011398,-0.48230858616407457,2.4744586909185093,-0.40570414080437084,-0.19514227135905993,0.91974068521585,-0.10817718416385044,-0.4871426653895504,1
"1u6p , 5wzg",-0.6141901250098241,2.546023661585494,-1.5071857785281146,-0.8975405682468229,1.1199842564254296,-0.3693146059189463,-0.36088159919244717,0.12495572568832923,2.861849590610544,-0.0019292834019238772,0
"4hj5 , 6eo6",-0.9483378155727086,-2.960659781885668,0.37597697995918195,0.35018692556810366,-1.626457802919562,-1.1369689796044669,0.3225444717966912,1.1106037559089437,-0.3467620619305084,-0.4394077140970629,0
"2lec , 6eo6",-1.3425141018109348,-2.5277743210909565,0.7196888871958022,0.015308829707887424,-1.1425777951839242,1.1674194894728482,0.6786063005006753,0.8852342771826575,-0.4201569433466792,-0.42990739882526063,0
"1zzi , 4pdb",-0.22779487053118933,-1.2154674086037636,0.5961914063860602,0.15767033068019662,0.0862225124382131,0.0588895332845446,-0.730198512720453,-0.3263481073306943,-0.04184604367766171,0.07345565392798958,0
"1wwf , 4hik",-0.686392510386531,-0.9581283572129687,-0.0024711371929801123,-0.6628264706900493,0.4214874812792271,2.004112175618295,-1.0930220093496656,-0.30340848177813196,0.4900158398165021,-0.25433633547307155,0
"1osb , 2lec",-6.765622926510423,6.337475708596734,0.5228874172772753,-1.1838113036341782,0.3991174530320552,-2.2362030240490562,-0.6817495541787649,0.1246923883278602,-0.9085095930377487,-0.38348807354512404,1
"5ytt , 4pdb",0.4957380349478442,-2.0833456123690905,0.6056850498542271,0.1326386823733201,0.5872809833477043,2.538417423804082,-0.9957075531820377,-0.28122853307889717,-0.5130532092886937,0.09613274874800304,0
"1jbr , 1wwd",-1.4850938066989194,-0.8727677834562325,-0.601404981752602,0.6367575297649929,0.3860631560998245,0.970333261967178,0.7717279917141951,-0.02106173148384977,0.4444601576777407,-0.058798023552436206,0
"2b6g , 1s40",1.5117973330327714,-1.6645641436560783,-0.8534277970617428,0.04732929655839297,1.6059019958626581,-1.7264553532413922,1.2032508688715688,0.41347041757302355,0.08279223214740515,0.1576886648816628,0
"5wzg , 2glo",-1.4253359290632401,0.3459007852994846,1.593562853625551,-0.9348968095163128,1.0546271793791473,0.9665788621079395,-0.27176243376299647,-0.6617296367402707,0.09145501741349676,-0.07028428280109408,0
"5wzk , 2l41",-2.311969780323111,-1.353378034758671,1.1690204401520699,-0.9877874105097711,-0.6891075133919558,-0.5994705251666473,0.6018164140816546,-0.2679214387001559,0.17451219309306454,-0.2104477534340255,1
"6eo6 , 5wwg",0.6193339222874722,-3.0127114934822252,-0.467460651942895,0.33547321164905364,-0.8594165542455262,-1.1846533480968409,-1.088641677042251,0.31903038206637946,-0.47223256138895864,-0.13884102281733204,1
"2glo , 3moj",0.5919900529119794,-0.6606857719185412,0.8225314895984086,1.4288664608518602,-0.4509132725021007,0.9710178655728819,0.6770511110332026,-0.1491627422287529,-0.04036165851199347,0.46634672827078844,0
"1u6p , 2kh9",-3.2343027950416476,0.2758024335240987,-0.2665808364031215,0.36432240070472544,0.7662441922012091,-0.29898698551571423,-0.10658320418350316,0.6843127588556458,2.847840774599265,-0.3132831906114222,1
"1zzi , 5wwe",-0.5669599315872955,-1.4979157867740671,0.20222074586532227,-0.19850666551821963,-1.299595600871557,0.36386403059959127,-0.4210805727746004,0.2588576288815448,-0.027888622633556726,-0.061831197350771167,0
"5z6z , 4him",-2.6827335441906346,1.532628160836575,-0.73381373973446,0.2333412089818801,-0.5655890812833921,0.7612950017592921,0.09429874728763937,-0.8941129946370538,0.20436483402476202,-0.20158365671463477,0
"1osb , 2la5",-6.233103969965702,6.776340260410548,1.1414635203048256,-0.58525258527437,0.5818297592906851,-2.234868980942191,0.02877845082636827,1.6622466701160405,-0.9144800809113526,0.48451346816828744,0
"2la5 , 5ytv",-1.7096897366879322,-1.900254529657243,-0.2257932675590549,0.22763524859559858,0.5816213746969773,1.0242774396062282,-1.2440434973850445,0.8792126537292765,0.4223547519127826,-0.47749909890157843,1
"1u6p , 4him",-2.297460583964532,1.0923886883882314,-0.569072810078382,0.05824573396925335,-0.7023790204583719,-0.016893429145712027,-0.6231476708099688,-0.49931178814805227,2.888753800894789,-0.28866775324465804,0
"5ytt , 1exd",3.1190782121950646,0.21332338999682804,-1.810829391716719,-2.2686287328708694,0.2818948281303202,2.6318629268825036,-0.8607482242756368,-0.08078529260097259,-0.5038999090341509,0.3841961200825213,0
"2mkk , 4hj5",-0.5554758343870434,-1.816043672998661,0.1632371988631365,-0.24521313201799547,-1.490205072693839,-0.03386373237883794,0.516944598628686,-0.03295157411432434,-0.0795549566332363,-0.32542934414791314,0
"1u6p , 2gkd",-3.3252877202412336,0.19231981346476656,0.15503002603341354,0.7896564137558149,-0.5613173819548584,-0.01199167797585921,0.15219584658340765,1.1802297444453453,2.867598305426674,0.06738326645926768,1
"5ytx , 2kx5",1.0171801142430041,-1.9126847723676348,0.7317116308252317,0.3120724561187921,-0.09250433309545542,1.7986881053583672,0.5164944323552892,-0.5021164031109199,-0.39411849168369695,0.41678754711530486,0
"5z6z , 2b6g",-3.553160925718784,0.774071359105071,0.006791157829840396,0.9737854323019081,-1.165618857223445,0.8718512856492213,0.014654793311071893,-1.0762080908204983,0.2250757732935581,0.10962559004658717,0
"6eo6 , 1u63",5.62438763500786,1.1719128236346315,5.384665269202351,5.929656045709851,-0.7898496971151587,-1.2029775236739049,-1.608928950864022,-0.6154641020329614,-0.5037571894942743,-0.23840733173732606,0
"1u63 , 5wzj",-2.0939709854575823,4.887486769165529,-6.62189855838626,4.285696224238393,-0.31458925926461717,-0.5592657379829871,0.7750911597935616,-1.4182092574017575,-0.2848203153530509,0.07139755607619476,1
"2err , 4hik",0.01332334725201718,-1.7489071683556685,-0.21702305357183616,-0.45950175443425517,-0.1073886148998202,-0.5458855402038766,-0.8578062129366841,-0.35764882215542293,0.11732104108623229,-0.26012044311600346,1
"2kkf , 2glo",-0.26676384474783127,-0.938926633406769,-0.3809738946497553,1.0750533958542978,0.5139479615730451,-1.8069754199823398,0.5355863136703791,-0.9849958946433826,-0.10814226430428711,-0.08454014970628307,0
"1rkj , 2mkk",-0.4247480392458787,-1.0507177079582022,0.21499124734164293,-0.6691446422388456,-0.22378733703831413,0.5837761499725813,0.0056640131727366625,-0.5318762835383198,0.1823494855356982,-0.0862684182793494,1
"4hj7 , 5wzg",1.5563859274068321,-0.007800242675892132,-0.9090867468955551,-1.5703968994835842,1.0739323844068085,-0.33746166314614817,0.3124474349290514,-0.24103486347251663,-0.36618100567700534,0.0902900122001167,1
"6eo7 , 1il2",3.421321532699256,-0.3474251214230125,-5.0499539699363805,-4.388082547805171,-1.0860137560595644,0.09408574191482807,-0.9612099372517423,0.9787932933565083,-0.5806523498553796,-0.24360424196895722,1
"5wzg , 1s40",-0.759461608768648,0.9262995798398547,0.85986197813738,-1.6693793906220864,2.0977548185551345,0.7924320060879728,0.3776951184201607,0.7490141580012504,0.053154298879417985,0.17673553097088224,0
"2err , 1zzi",0.297019825121241,-1.5105516252586075,-0.1036866467122262,-0.34974883599985074,-0.07111204820228285,-0.5237016597705799,-0.3519207490150523,0.7256670716722137,0.10280250296587956,-0.019743603185908978,1
"2kh9 , 5wwe",0.45016618116397517,-2.686156176055948,-0.06326811657219268,0.05341487673101346,-1.155264628618069,1.0706623644936848,-0.4651621827213356,0.2500135910318017,-0.22227388427991943,-0.05695663804959619,0
"1wwf , 5wwg",-0.9667737704571363,-1.2033682292666164,0.2744839175553263,-0.38057694457608876,-0.1550016968488852,2.133947141822036,-0.8671111174761587,0.15740160113897445,0.49286029878695514,-0.14727055241969025,1
"1wwe , 2lec",-0.09250914027628873,-1.456752582603441,-0.25836856691572196,-0.5213184216883434,0.9873088133877697,0.5866396513756574,-0.5161147339174056,-0.04199675064838936,0.10772603053693643,-0.4018105485229825,1
"6eo7 , 1u63",5.532808195838997,1.2660442325868144,5.495544938614064,5.818127242868436,-0.5589242621494449,-0.0652267026942912,-1.8269120472987943,-0.5454104504447275,-0.6197771946494831,-0.23226533768252763,1
"1jbr , 4pdb",-0.921781498600565,-0.394176502900946,-0.19884387548491053,1.0113598767602159,0.3179017323307388,0.96354415019468,0.3731865175517525,-0.8655794870629013,0.4579655337256872,0.06020565610997797,0
"5z6z , 5ytt",-3.2901854196072136,0.9984203087571719,-0.7064188621703721,0.2512120668399418,2.6283771624474066,0.12969579325868924,0.6746594049314482,0.5041275020519398,0.12594266026418324,-0.49573516771154413,1
"2err , 2la5",0.6359697888877106,-1.2352572067555325,0.3476555495754054,0.08042613942800725,0.8969947362940563,-0.7026071217795922,0.03292972522067312,1.6046303677415272,0.08760425753418646,0.4613466063476638,1
"1jbr , 1exd",1.701558678646656,1.902492499464972,-2.6153583170558576,-1.3899075384839732,0.012515577113354916,1.0569896532731027,0.5081458464581539,-0.6651362465849766,0.4671188339802302,0.3482690274444962,0
"4hio , 4hik",-0.10459485442815135,-1.6127304501333886,-0.1572500766099458,-0.5152299936543867,-0.09585219728120806,-0.5082701095137424,-0.6173613442097701,-0.47207405059302454,-0.05211319679788176,-0.25968386471530536,1
"2b6g , 1wwe",0.6955806234803255,-2.3659720696766193,-0.6044655960647853,0.31744625509683855,0.45553748918479975,-1.5051309667854016,1.0320345899602075,0.0025252103566766183,0.11210161284795045,0.12632629060341585,1
"4hio , 1il2",2.50859093508189,0.7131846409199938,-4.573668009266838,-4.845007424153237,-1.1298640121890726,-0.23744687427794767,-0.04603561611098132,0.5784452920259768,-0.04166852113864064,-0.26352329486834764,1
"3moj , 2b6g",-1.6591431445236444,-1.4122202467202785,-0.6096481054003015,1.5511252448048147,-1.4450015894278725,-0.4049017431563564,-0.5561560759894877,-0.7822333417921772,0.4946819328831296,0.10605474784534247,1
"2err , 2kkf",0.49077102460138033,-1.3566004881230098,0.8964995642254034,0.6310194085365219,-1.6911708215544248,-0.2211748036371155,-0.9415787828072409,-0.5801653022971439,0.14578173867079428,-0.11983894854031213,1
"1il2 , 2leb",-1.8505406027823321,1.6684263743900263,4.065688223234988,-5.314909927093559,0.43706161118703163,-1.11815276579319,-1.1206430228729027,-1.1334573481225725,-0.2742397432190886,0.4404543448334974,0
"4hj7 , 5wzj",1.8040218738561866,0.2119947404389618,-0.9643864549315452,-1.6208397716548795,-0.2954411161416275,-0.07132061101662733,-0.02579892613210936,-1.0305995775760342,-0.3346134631705088,0.0314907407775229,1
"2la5 , 1osb",7.0519628240262815,5.628276101474991,-0.8194646960881884,-0.48084910494175803,-1.8393667808270002,1.6048085247991597,-1.0546057193091953,1.1663561795177706,0.426872961350607,-0.844675849674966,1
"5wwg , 1s40",1.035749982441644,-1.1278995678580241,-0.3621169913156571,-0.4576072321363207,1.7492025307805448,-0.9161346676256134,0.49252321220511863,0.7256170089079794,-0.20673286978630845,0.17439342630874777,0
"1exd , 1je8",2.733183900926023,5.680400294627087,5.320759425596616,1.0396528764750241,1.7708759187924137,-0.5276488675102365,0.3950135483704622,0.242318858449273,0.24379602980956538,-0.8382714649463312,0
"2gkd , 1zzi",1.0219333687358214,-2.3440388012609152,-0.6953804878153539,0.2359016984343331,-0.08061350820402913,-0.5437016011327064,-0.7940275337264349,0.9271353486521274,0.11204619856898405,-0.017991304793099874,0
"1omh , 1s03",0.3371558915777268,3.481387646533991,1.1723510663465704,0.7276183667623909,-0.42315051604435916,-0.4403167503055958,-1.0992381264848408,0.07016863702430982,-0.5511279697777975,0.09792810386790762,1
"3moj , 1knz",7.217645943936109,6.2415725677665215,-3.580094583901422,-1.511021393130954,0.8344323293933052,-0.773994185748131,-0.059717682210139005,0.3139365064333498,0.43643761569068873,-0.005774912922486109,1
"4hio , 1omh",2.563543891011079,0.6679955315356166,0.06905448577759697,-0.32613786911989456,-0.6543991322292673,-0.3305890872658159,0.10679804459090896,1.0623986182602931,-0.08340632126568889,-0.5070535808993364,1
"5wzj , 1jbr",-0.7562467488471598,1.3597823136443183,1.9976795161478578,-0.6936123605915641,0.9434821748217842,-0.49153734248782754,0.5087847142540566,-1.0240168896009945,0.04979305783329021,0.42705234902605316,1
"4him , 2b6g",-0.9719326159642044,-2.2425507373741187,0.7284444438390117,0.1708984982586315,-1.4674676431589475,-0.49301854195243966,0.29536866205030127,-1.1796308976038954,-0.15997854919590843,0.10649167088020955,0
"4hj7 , 2b6g",-0.9973119130760255,-2.2199920176046595,0.7696311191184781,0.12583362605252016,-1.3484606684170457,0.12551579751701536,-0.02946259066503781,-1.0473974734923428,-0.3185658561239629,0.11476078911860438,1
"4hj5 , 3rn2",1.091884036009669,-1.2607809800605663,2.5332618367260853,2.4059508205272095,-0.5423553822113071,-1.321302064078211,0.8450928035929683,2.331619832401501,-0.37228077120898967,0.47035619122939165,1
"1je8 , 4hj5",-5.009151379286462,3.427687799799219,-2.9505988453325065,3.0518624979739135,-1.014744536165838,2.1328316568207346,-0.2665102434114133,0.24956514865946422,-0.8278261059869456,-0.28386576125172935,1
"2leb , 2b6g",-1.4914112457552657,-1.6525219932975461,1.0220430602486736,-0.10630682492592537,-1.1491292245279219,0.9322172398001562,1.0093579905230148,-1.5334937663528019,0.4920988481609918,0.09605119757335451,0
"5yts , 4hik",0.8908223301031182,-2.7649840876903413,-0.5030414155683446,-0.18043531130277177,-0.168368579836294,-0.8591180480205545,-0.35969392165112324,-0.5965379440520373,-0.42180270185101254,-0.2518943866241433,0
"2l41 , 3rn2",1.7739447246426807,-2.0607159599082205,2.3776430103224246,2.5561304558722564,-0.3513460975405483,-0.4333327915571921,1.0108615747537544,2.229009444242897,-0.2327553000731937,0.4671179579401222,0
"4hik , 2kkf",0.3677572206447266,-1.2216291473088228,1.0971362830679796,0.4454880539896756,-1.5555712787220315,0.3270199047870702,0.23977306341669063,-1.1518355613515,-0.2241135109376113,-0.11897405868941419,1
"2lec , 3rn2",0.6977077497714429,-0.8278955192658546,2.8769737439627057,2.0710727246669935,-0.05847537447566938,0.983086404999104,1.2011546322969529,2.1062503536752146,-0.44567565262516046,0.47985650650119394,0
"5ytv , 3rn2",1.7079588314009786,-1.9948351147703876,2.4624521460081836,2.467497201107171,-0.1644165436855833,0.5205893440483829,0.7196730761628876,2.3348355210958736,-0.5231941611359348,0.48019032245244403,0
"2err , 5ytt",-0.5298020552302184,-2.2263514957721378,-0.15251167558213155,-0.4004625049349118,2.3459270672565853,-1.0244291553143376,-0.2891850080308735,0.9800690467962557,0.05220267681160992,-0.49406425034948886,1
"1rkj , 1osb",7.17690810029018,5.474517772878553,-0.16117380416389074,-1.1420918944606546,-1.936949465792637,1.0278995034192928,0.5009200773379433,0.4553805963679236,0.1582950885590603,-0.850810291146705,0
"1wwg , 4hj8",0.20217855457649656,-1.4136118316255266,-0.30470714541761873,-0.23367942085839383,-1.1248374805912065,-1.6160114198403586,0.2804280724503668,-0.3614459707668494,0.6189767630095654,0.3423708140034656,0
"2err , 5wwg",-0.26705791281858793,-1.9941470404093162,0.05993200117647018,-0.1772522283202947,-0.6838777930279326,-0.41605057400013695,-0.6318953210631769,0.10316126076168347,0.12016550005668522,-0.15305466006262217,1
"2leb , 3moj",0.20064450959304603,-0.21943209075049172,1.7111202280490454,0.532453035403516,-0.46813721695383553,0.8255952958365523,1.4708194437982758,-0.49457724693269794,0.4670529992969204,0.4527619741377211,0
"1u63 , 1wwf",-3.4381282617081657,3.7065222866936725,-5.670689656621466,5.217376066474569,1.8902498561996166,-0.9853038961119803,1.4816912218833866,0.21029821342715652,-0.3390260669955337,0.5598854630727735,1
"2kh9 , 6eo7",-0.3939260311056027,-3.4203276262556073,0.18185494381286313,0.30839542878262005,-0.06411875796077884,0.8684458979658815,0.05122964212424773,1.4210020245130166,-0.2702196287077435,-0.5513387985906932,0
"5z6z , 2kx5",-2.2303477961101517,1.901694218530214,0.09933215013528245,1.0359700258663729,-0.2922777549405494,0.7156850304149913,0.32466601477831125,-0.3686050759338953,0.20588620509432845,0.4011676270842131,0
"2l41 , 1rkj",1.3549464526281145,-2.357466631736399,-0.582129601744034,-0.3417422874542815,0.3789144915251061,-0.6473011524386509,-0.10862073776196497,-0.2132531643200125,-0.20005470901811553,0.17527551197316504,0
"3moj , 4hj7",-0.7619245624150452,-0.6326366503315641,-1.394670848101323,0.7649849807270551,-0.25031052012012284,-0.6299144815901203,-0.3407306399585148,-0.279864714011336,0.4563612696082186,-0.3604170907883185,1
"3moj , 1u6p",1.7508960361009671,1.4994791926978728,-0.6341148011093128,1.4573744123833205,-0.28028435561071713,-0.602940660058219,-0.03494079818606768,0.366462342663529,0.534300235693201,2.7719492054894106,1
"5yts , 1s03",3.6751555317785667,-0.40259138483844087,0.8024765317834534,1.0445380793601065,-0.4785934664730401,-0.7737646120347087,-0.24837282220700035,-0.3324164097953945,-0.4231686033095475,0.08214642989331689,0
"1wwg , 2l41",-1.196113147905766,-2.621203921549073,0.04401608648062274,0.13690855837082624,-0.9029312191420547,-1.6648894168977737,0.37362215170648366,-0.13342672604144007,0.6021762818431563,-0.22040129065225395,1
"2lec , 1je8",5.106245615914497,2.9348996558104283,3.6434624543933336,2.7141791799310147,1.9961894691900985,0.5433220109544471,0.2609379400288551,0.23883706043728156,-0.4921516808266346,-0.8199471013007396,0
"5z6z , 2kh9",-3.6195757552677503,0.7160419059724423,-0.4313217660591994,0.5394178757173524,0.9030341313761887,0.4792014453892898,0.6108632139141048,0.2895115523666444,0.163451807729238,-0.22619909408139893,1
"4hj5 , 1rkj",0.6728857639951025,-1.5575316518887448,-0.42651077534037346,-0.4919219227993285,0.18790520685434733,-1.5352704249596696,-0.2743895089227507,-0.11064277616140868,-0.3395801801539115,0.1785137452624345,1
"1rkj , 1je8",4.772681417611269,3.3269959135667486,3.7204960523189716,2.6430229679325516,1.9307496119126588,0.19189184689393562,0.26954395902278555,0.2559509986636549,0.09497004749524808,-0.8344150818467777,0
"2kx5 , 4hio",-0.5528109489143125,-1.0997114025943069,-0.6940788710762708,0.33217272692108385,-0.590134938431164,-0.3400588288265134,0.31162010544367125,0.2419096976269255,0.41193251510071266,-0.04580978653099328,1
"2mkk , 1il2",2.415661143759609,0.8200565189741329,-4.532652718775639,-4.874407017880064,-1.081238577579156,-0.08100177795853211,0.6919703893913229,0.22931535220612673,-0.07691736000325061,-0.2659720158044529,1
"4him , 2kkf",0.31161596997896446,-1.1484507800728891,1.0642456636463344,0.479807046268099,-1.710569512299106,-0.43191968266575004,0.30297949889431003,-1.1595296538248574,-0.16553260036609893,-0.12464378506874513,1
"5ytt , 1je8",5.658708263475716,2.2771750276000606,3.491348294425564,2.8477372281850513,2.3251123167794927,2.239467381781301,-0.6618393633408807,0.6190647960249429,-0.59680101061013,-0.8021077328450166,0
"1wwd , 1u63",4.990816543018923,1.8920924307588027,5.7748369560485315,5.557496441098539,-0.461457283784254,0.2767248983738035,-0.9122293744865739,-0.96732915262359,-0.09209046071425646,-0.24891168371630853,0
"5wwe , 4pdb",0.2057702657386212,-1.7040797963333534,0.3767005765792023,0.379586596574506,-0.19118879860367372,-1.3429276340731902,-0.3217732803917219,-0.4842203731678029,-0.06612972822392892,0.057568707035551114,0
"2kkf , 4hj8",-0.23307145671642565,-0.8933236623303116,-0.9922660845019631,0.4913050229659484,-1.080017042696973,-1.4654794109563252,0.7595011146076546,-0.6084559311834418,-0.0802441248995598,0.35382681805724275,0
"2la5 , 2lec",-0.5599902092756678,-0.9070157759830096,-0.6012255745338763,-0.16848177920144308,1.0470925047056445,0.9236452266355475,-1.4732070578577041,0.3997290844132969,0.42233664971822255,-0.403229163115818,1
"5wzg , 1u63",3.06689851584164,4.102192342543032,7.0502414568487985,4.298449716084266,-0.25725971306090406,1.245479230707589,-0.5460580573247144,-1.1491482697492732,0.07149407672188861,-0.2507822417130112,0
"1rkj , 5wwe",-0.7294538719727094,-1.3159731045727057,0.44086214722689726,-0.4282525740775958,-1.1928998348288993,0.7958163862317632,0.24479370912748113,-0.05913659422794607,0.19267526986078928,-0.07146145153251884,0
"2leb , 1wwf",-0.034234735073635426,-0.40149971772578247,0.23923438796344337,-0.921300380397149,2.10872944321173,0.30934267313752034,1.7196217171457682,0.11181160039242077,0.4218454894719631,0.5012690562288517,0
"1s40 , 1il2",1.708179046099988,1.6213632528613953,-4.358469040616956,-5.0534096860149855,-0.6346933836150007,2.206560781894588,-0.5387743774250232,0.7525419570856301,0.14019080233729894,-0.24491757674951684,1
"5ytv , 5wzg",2.566239793719073,-1.184196869766426,-1.2815888466335457,-1.2181309663589486,1.1690501781816955,0.19435934966496013,-0.3374501506112607,0.03924470844803318,-0.500735565025829,0.09891885776563361,0
"6eo7 , 2kkf",1.285583420538577,-2.2810335322437365,0.4799865805177504,1.0322160456644567,-1.6357841478063044,0.14797324324579425,-1.616308235221088,-0.294242529404214,-0.5626363279300587,-0.09948331724022358,1
"1rkj , 6eo6",-1.6760783001141626,-2.1356780633346357,0.7967224851214403,-0.05584738229057526,-1.2080176524613642,0.8159893254123368,0.6872123194946057,0.9023482154090308,0.16696478497520337,-0.4443753793712988,0
"2la5 , 5z6z",2.3960056482500756,1.6079011938339693,0.38994713455557317,0.7427377391825909,0.8325153363568829,0.9802348367675305,-1.5768948988133478,0.19380586714350603,0.436494742249387,0.17431771448391162,1
"1zzi , 1wwd",-0.7911071786295438,-1.69405868915905,0.1936303001183688,-0.21693201631502654,0.15438393620729862,0.06567864505704286,-0.3316570385580103,0.5181696482483572,-0.05535141972560818,-0.04554802573442459,0
"1exd , 5yts",-3.7050329645513114,0.2329092369786963,2.1554361480800477,-1.9076650074493395,-0.8944320754290006,-0.026312489880135636,0.36153407106171587,-0.06298631971159765,0.3246095461188851,-0.41150036121605665,1
